Spider-Man (Peter Parker)
Daniel Wiley (Earth-616)
Deathwalker Prime (Earth-616)
Delusionaut (Legion Personality) (Earth-616)
Doctor Goodwrench (Earth-616)
Doctor Weird (Earth-616)
Dog (China Force) (Earth-616)
Ed (Morlock) (Earth-616)
Edward Magee (Earth-616)
Ephesus (Earth-616)
Erista (Earth-616)
Fade (Earth-616)
Falke (Earth-616)
Felicia Beyer (Earth-616)
Frank Brukner (Earth-616)
Frederick Pemberton (Earth-616)
Gahck (Earth-616)
Genoshan Foreign Minister (Earth-616)
Giant of the Badlands (Earth-616)
Gliitch (Earth-616)
Goldigger (Earth-616)
Gonar (Earth-616)
Gouger (Earth-616)
Gregori Anatolovich (Earth-616)
Greyval Grimson (Earth-616)
Grim Magnus (Earth-616)
Grove (Earth-616)
Guardian (Robot) (Earth-616)
Gudrun the Golden (Earth-616)
Harry Moron (Earth-616)
Highlander (Earth-616)
Horse (China Force) (Earth-616)
Horskuld (Earth-616)
Horst Eisele (Earth-616)
Howard Thurston (Earth-616)
Hyppolyta (Earth-616)
Irene Martinez (Earth-616)
Ishiro Tsuburaya (Earth-616)
Issa Koblev (Earth-616)
Izanagi (The Hand) (Earth-616)
Jack Wiley (Earth-616)
Javier La Brava (Earth-616)
Jim Peterson (Earth-616)
Joe Bugs (Earth-616)
Johnny Punk (Earth-616)
Julio Mendoza (Earth-616)
June Jitsui (Earth-616)
Kaffkal (Earth-616)
Khalf (Earth-616)
Kiri Shamara (Earth-616)
Knot (Earth-616)
Kottus (Earth-616)
Kra (Earth-616)
Lord Pollus (Earth-616)
Louis Farrakhan (Earth-616)
Lusa Gregor (Earth-616)
Magna Mind (Earth-616)
Mairi (Earth-616)
Malcolm Little (Earth-616)
Mantor the Magician (Earth-616)
Marisol Guerra (Earth-616)
Mary Jo Besselo (Earth-616)
McBrain (Earth-616)
Metis (Earth-616)
Micro (Alien) (Earth-616)
Millennius (Earth-616)
Mort Graves (Earth-616)
Mother Bones (Earth-616)
Mrrungo-Mu (Earth-616)
Neolithic (Earth-616)
Officer Holloran (Earth-616)
Pete Gehringer (Earth-616)
Peter Prescott (Earth-616)
Phadros (Earth-616)
Phoenix Messiah (Demon) (Earth-616)
Primate (Earth-616)
Professor Sneer (Earth-616)
Psyk-Out (Earth-616)
Quota (Earth-616)
Randall Andros (Earth-616)
Ricochet Monster (Earth-616)
Roger Fieldston (Earth-616)
Rose (assassin) (Earth-616)
Sabnak (Earth-88194)
Saddam Hussein (Earth-616)
Sanford Williams (Earth-616)
Scarlet (Earth-616)
Smyt (Earth-616)
Soteira (Earth-616)
Sterilon (Earth-616)
Steve Wildfire (Earth-616)
Streetman (Earth-616)
Supernalia (Earth-616)
Sygnet (Earth-616)
Tako Shamara (Ancestor) (Earth-616)
Tako Shamara II (Earth-616)
Teng Yun-Suan (Earth-616)
Thera (Earth-616)
Thomas Dozier (Earth-616)
Thumbnail (Earth-616)
Tnneya (Earth-616)
Todyquiel (Earth-616)
Vapora (Earth-616)
Wheels (Wolinski) (Earth-616)
William Shakespeare (Robot) (Earth-616)
Woodrow McCord (Earth-616)
Yoshi Nagai (Earth-616)
Zola Hulk (Earth-616)
Zola Iron Man (Earth-616)
Zola Thor (Earth-616)
Agent Hayes (Earth-616)
Ajna (Earth-616)
Alice Taylor (Earth-616)
Angela Pym (Earth-616)
Anton Trask (Earth-616)
Avner (Earth-616)
Blockers Bots (Hazards) (Earth-616)
Brad Pym (Earth-616)
Capitaine Fantome (Earth-616)
Chancellor Cassandra (Earth-616)
Chynae (Earth-616)
Cliff Vanloch (Earth-616)
Colton Hendry (Earth-616)
Crime Master (Hobgoblin) (Earth-616)
Crimson (Hunt) (Earth-616)
Dahl (Earth-616)
Derenik Zadian (Earth-616)
Doctor Kettlewell (Earth-616)
Doris (Inhuman) (Earth-616)
Doris Pym (Earth-616)
Doug (A.I.M.) (Earth-616)
Dr. Jenner (Earth-616)
Drive (Earth-616)
Dylan Mason (Earth-616)
Dynamo (Habit Heroes) (Earth-616)
Eli Hatcher (Earth-616)
Elizabeth Alain (Earth-616)
Fiber (Earth-616)
Fiqh (Earth-616)
Firebrand VI (Earth-616)
ForgetMeNot (Earth-616)
Fuel (Habit Heroes) (Earth-616)
Geldhoff (Earth-616)
Grace Valentine (Earth-616)
Gregory Sale (Earth-616)
Heather Bishop (Earth-616)
Henry Hayes (Earth-616)
Herr Hitzig (Earth-616)
Hydro-Man (Hobgoblin) (Earth-616)
Hypnobloke (Legion Personality) (Earth-616)
Infernok (Earth-616)
Iron Scorpion (Earth-616)
Jaime Maldonado (Earth-616)
Jim (A.I.M.) (Earth-616)
Jin (Habit Heroes) (Earth-616)
Jourr (Earth-616)
Kirren (Earth-616)
Koenig (Earth-616)
Kristian (Inhuman) (Earth-616)
Le Coq Bleu (Earth-616)
Leo Maldonado (Earth-616)
Levi Weinlaub (Earth-616)
Lightning Conductor (Earth-616)
Lobo Blanco (Angelo) (Earth-616)
Lynx (Princess) (Earth-616)
Madam Worm (Earth-616)
Massster (Earth-616)
Mathias Deeds (Earth-616)
Meruda (Earth-616)
Mikhail Zamorska (Earth-616)
Mr. Aames (Earth-616)
Mr. Lin (Earth-616)
Mr. Lucas (Earth-616)
Mr. Taylor (Nova) (Earth-616)
Murderworld (Earth-616)
Number 23 (Spiderling) (Earth-616)
Oxy (Legion Personality) (Earth-616)
Panda-Mania (Earth-616)
Pandora Peters (Earth-616)
Peter Parker (Robot) (Earth-616)
Petras Petragon (Earth-616)
Prochaine Sortie (Earth-616)
Qareen (Earth-616)
Quench (Habit Heroes) (Earth-616)
Robert (Kid Copper) (Earth-616)
Roberto Kowalski (Earth-616)
Rollo (Earth-616)
Sappers (Hazards) (Earth-616)
Scorchers (Hazards) (Earth-616)
Seth Horne (Earth-616)
Sharrr (Earth-616)
Skaarn (Earth-616)
Skabgagg (Earth-616)
Slips (Earth-616)
Sliver (Earth-616)
Smasher 10 (Earth-616)
Smasher 11 (Earth-616)
Smasher 12 (Earth-616)
Snarrrdax (Earth-616)
Sourass (Earth-616)
Squid (Hobgoblin) (Earth-616)
Steeplejack (Hobgoblin) (Earth-616)
Sthagati (Earth-616)
Subguardian Smasher-7 (Earth-616)
Subguardian Warstar (Earth-616)
Szandor Shaw (Earth-616)
Ted Connelly (Earth-616)
Teddy (Serval) (Earth-616)
The Weaver (Legion Personality) (Earth-616)
Tiger Shark (Hobgoblin) (Earth-616)
Tolos (Earth-616)
Tori Raven (Earth-616)
Tucker (mutant) (Earth-616)
Tumult (Earth-616)
Vector (Ascendants) (Earth-616)
Vinatos (Earth-616)
Visher-Rakk (Earth-616)
Weapon Red (Chinese Mutant) (Earth-616)
Wolfgang von Roehm (Earth-616)
Xan (Earth-616)
Zamira (Earth-616)
Minister of Castile D'or (Earth-616)
Mr. Harris' Secretary (Earth-616)
N'Jaga (Earth-616)
Ertve (Earth-616)
Invisible Man (Gade) (Earth-616)
Patch (Human Torch's enemy) (Earth-616)
Rene D'Auvergne (Earth-616)
Cat's Paw (Earth-616)
"Elizabeth \""Betsy\"" Ross (Earth-616)"
Ikor (Neptunian) (Earth-616)
Lawrence Schrott (Earth-616)
Patrick O'Toole (Earth-616)
Ratchone (Earth-616)
Agent X (WWII Japanese Soldier) (Earth-616)
Cappy (Marla Drake's Doorman) (Earth-616)
Captain Achhimmel (Earth-616)
Fourth Musketeer (Earth-616)
Francine (Marla Drake's Maid) (Earth-616)
Herr Demon (Earth-616)
Satan (Balthar's Master) (Earth-616)
Alexander Schrott (Earth-616)
Dietmar Stock (Earth-616)
Harrison Klein (Earth-616)
Prince Ba'rahm (Earth-616)
Bran Carter (Earth-616)
Zipper (1940's Criminal) (Earth-616)
Bradley (Headless Man's creator) (Earth-616)
Daniel O'Toole (Earth-616)
Al Larson (Earth-616)
Harold Bough (Earth-616)
Kleezar (Earth-616)
Hook Creech & Frank Jepson (Earth-616)
Squid (Sub-Mariner villain) (Earth-616)
Emit Erut-Uf (Earth-616)
Professor Diminuito (Earth-616)
Harvey Mayberry (Earth-616)
Jerry Arnold (Earth-5106)
Skull-Face (Earth-616)
Walter Hothorn (Earth-616)
M'Tuba (Earth-616)
Rocky Steele (Earth-616)
Sargent O'Hooligan (Earth-616)
Cap'n Derelict (Earth-616)
Thor (Jovian) (Earth-616)
Crusader (O'Dare) (Earth-616)
White-Face (Earth-616)
Blazer (Outlaw Kid) (Earth-616)
Anuxa (Earth-616)
Gargoyle (Strange Tales) (Earth-616)
M'Gumbu (Earth-616)
Eric Kane (Earth-616)
Frank Johnson (Zzutak's Creator) (Earth-616)
Fred Cooper (Earth-616)
Gruto (Earth-616)
Klagg (Earth-616)
Octo-Monster (Earth-616)
Robert O'Bryan (Earth-616)
Vandoom's Monster (Earth-616)
Victor Cartwright (Earth-616)
Zzutak's Enemy (Earth-616)
Bernard O'Brien (Earth-616)
Kurrgo's Robot (Earth-616)
Seymour O'Reilly (Earth-616)
Bennington Brown (Earth-616)
Kl'rt (Earth-616)
Ruby (Thug's girlfriend) (Earth-616)
Angel (Mysterio's Robots) (Earth-616)
Beast (Mysterio's Robots) (Earth-616)
Cyclops (Mysterio's Robots) (Earth-616)
Egghead's Android (Earth-616)
Ernesto & Luigi Gambonno (Earth-616)
G'Uranthic Guardian (Earth-616)
Keno Barkerton (Earth-616)
Luke Buffington (Earth-616)
Vladimir Fortunov (Earth-616)
"\""Thumper\"" Morgan (Earth-616)"
Amphibian (Earth-616)
Demonicus (Mordo's Apprentice) (Earth-616)
Gabbo (Earth-616)
Luther Cragg (Earth-616)
Professor Elixir (Earth-616)
Sam (Stark Enteprises) (Earth-616)
Dancer (Earth-616)
Joe Clanton (Earth-616)
Ortlinda (Earth-616)
Rossveissa (Earth-616)
T'Chaka (Earth-616)
T'Challa (Earth-616)
Banshee (Phantom Rider's Horse) (Earth-616)
Shezada (Earth-616)
Sniper (Earth-616)
Frankenstein's Monster (Earth-616)
Frankenstein's Monster (Robot) (Earth-616)
Laura (Anthony Stark) (Earth-616)
Sergius O'Hoolihan (Earth-616)
Sol Brodsky (Earth-616)
Un-Human (Earth-616)
Agent R-2 (Earth-616)
Alpha (Ape) (Earth-616)
Beta (Ape) (Earth-616)
Frankenstein's Monster (Cosmic) (Earth-616)
Grizzly (AIM Agent) (Earth-616)
M'Baku (Earth-616)
N'Gamo (Earth-616)
W'Kabi (Earth-616)
Walking Stiletto (Earth-616)
Aces Wilde (Earth-616)
Kevin O'Brien (Earth-616)
Kronus (Wilkins) (Earth-616)
Llyron (Earth-616)
Lobo (William Talltrees' 1st) (Earth-616)
Mister Bowers (Earth-616)
Mogul (Earth-616)
B'Tumba (Earth-616)
Bulldozer (MODOK's Automaton) (Earth-616)
Egron Allov (Earth-616)
K'aitian Worldmind (Earth-616)
Lyle Getz (Earth-616)
Marya Peskyov (Earth-616)
Spike (The People) (Earth-616)
Anthony Stark (Counter-Earth) (Earth-616)
Omm (Earth-616)
Shanna O'Hara (Earth-616)
A'Lars (Earth-616)
Angel of Death (Tavi) (Earth-616)
Cheng-Ho (Earth-616)
Executioner (Calliope's Carnival) (Earth-616)
Helios (Eternal) (Earth-616)
Kryllk (Earth-616)
N'Gabthoth (Earth-616)
N'Kantu (Earth-616)
Oceanus (Eternal) (Earth-616)
Perse (Earth-616)
Sentry 213 (Earth-616)
Tyg'r (Earth-616)
Varcolac (Earth-616)
Walter Jameson (Earth-616)
Adam K'ad-Mon (Earth-616)
Angel O'Hara (Earth-616)
M'Nai (Earth-616)
Rhyl (Earth-616)
Y'Garon (Earth-616)
Aesklos (Earth-616)
Azu M'Dammen (Earth-616)
Carton Velcro (Earth-616)
Cliff Garner (Earth-616)
Conal D'Hu-Tsien (Earth-616)
Devil's Heart (Earth-616)
Guiseppe Tamarelli (Earth-616)
James D'Angelo (Earth-616)
N'Dar\u00e9 (Earth-616)
Ranephi (Earth-616)
Salamander K'Ruel (Earth-616)
Surisha (Earth-616)
Tohn-Bil (Earth-616)
Tolaria (Earth-616)
Ulluxy'l Kwan Tae Syn (Earth-616)
Wraith (Wolf) (Earth-616)
Agent D (Ducharme) (Earth-616)
Brian Abelard (Earth-616)
Bromagdon
Charles Xavier (X-Sentinel) (Earth-616)
D'Ken Neramani (Earth-616)
Derath'ath (Earth-616)
Eamon O'Donnell (Earth-616)
Havok (X-Sentinel) (Earth-616)
Marianne Cutlass (Earth-616)
Michael O'Brien (Earth-616)
Murius (Earth-616)
Polaris (X-Sentinel) (Earth-616)
Rambu (Earth-616)
Wayfinder (Microverse) (Earth-616)
Agent 17 (A.I.M.) (Earth-616)
Aladdin (Earth-616)
Belial (Demon) (Earth-616)
Bubbles O'Day (Earth-616)
Cal'syee Neramani (Earth-616)
Ch'od (Earth-616)
Cr'reee (Earth-616)
Goram (Earth-616)
Hydron (Salem's Seven) (Earth-616)
J'son (Earth-616)
Juden Bardham (Earth-616)
K'rk 'N'Kazaii (Earth-616)
K'rll (Earth-616)
Laralei
N'Gassi (Earth-616)
N'gll (Earth-616)
Pr'kash (Earth-616)
Thornn (Salem's Seven) (Earth-616)
Veron (Earth-616)
Vertigo (Salem's Seven) (Earth-616)
Aracht'yr (Earth-616)
B'Ok (Earth-616)
Bzzk'Joh (Earth-616)
D'Spayre (Earth-616)
Electron (Retrievers) (Earth-616)
Emueli (Earth-616)
Frankenstein's Monster (Nazi) (Earth-616)
Khonsah (Earth-616)
Klara (Earth-616)
Kronak (Earth-616)
Kurr'fri (Earth-616)
Lodah (Earth-616)
M'Dhar (Earth-616)
Nanny (Magneto's Robot) (Earth-616)
Norak (Earth-616)
Sarak (Earth-616)
Selma (Earth-616)
Shakan (Earth-616)
Sher-La (Earth-616)
T'Kora (Earth-616)
W'kandro (Earth-616)
Warbot (Earth-616)
World-Devouring Worm (Earth-616)
Abraham James (Earth-616)
Althea (Earth-616)
Ana Maximoff (Earth-616)
Daik\u016b Mary\u016b (Earth-616)
Halcon D'Oro (Earth-616)
Jackpot (One-Armed Bandit) (Earth-616)
Jeannine O'Connell (Earth-616)
Mateo Maximoff (Earth-616)
Max Eisenhardt (Arcade Robot) (Earth-616)
R'Klll (Earth-616)
Tambura (Earth-616)
A.C. O'Connor (Earth-616)
Aa-Thak (Earth-616)
Aleister Ravenna (Earth-616)
Andy (Cop) (Earth-616)
B'nee and C'cll (Earth-616)
Baiame (Earth-616)
Battleaxe (Hostess Pies) (Earth-616)
Beliar (Earth-616)
Bridgit O'Hare (Earth-616)
Cyndriarr (Earth-616)
Dragon Lord's son (Earth-616)
George Clinton (Earth-616)
Juber (Shi'ar) (Earth-616)
Nyambe (Earth-616)
Odin's eye (Earth-616)
Primus (Flb'Dbi) (Earth-616)
Ralph (Spider-Woman Character) (Earth-616)
Roy (Criminal) (Earth-616)
Six (Freaks) (Earth-616)
Thor Odinson (Pre-Ragnarok) (Earth-616)
Tim Braverman (Earth-616)
Tuoks'enhaamin (Earth-616)
Xi'an Coy Manh (Earth-616)
Al Gentle (Earth-616)
Dagon (Microverse) (Earth-616)
Juanita Lopez (Earth-616)
Juliette D'Angelo (Earth-616)
K'lm Fhet (Earth-616)
Khup (Earth-616)
Luciane d'Hiver (Earth-616)
M'Dom Typ (Earth-616)
Monolith Gatherer (Earth-616)
Monty Walsh (Earth-616)
Shanga Fia Delph'goram (Earth-616)
Terminator (Mentus's Servant) (Earth-616)
Tethys (Inhuman) (Earth-616)
V'Zarr-Than (Earth-616)
Wend (Earth-616)
Astriel (Earth-616)
Ba't'll (Earth-616)
Benjamin Abramov (Earth-616)
Blackjack O'Hare (Earth-616)
Heather O'Gara (Earth-616)
Jack O'Lantern (Kid) (Earth-616)
Mister Mind's Cyborg (Earth-616)
N'Rill'Iree (Earth-616)
Ricardo Vasquez (Earth-616)
S'ym (Earth-616)
Xaphan (Earth-616)
Zendrao (Earth-616)
Akreon (Earth-616)
Alva (Earth-616)
Amaa (Earth-616)
Asmodeus (Agent of Morning Star) (Earth-616)
Avadar (Earth-616)
Bernard Worrell (Earth-616)
Brigid O'Reilly (Earth-616)
Bygvir (Earth-616)
Jellim Yussaf (Earth-616)
K'Rel (Earth-616)
Kobar (Earth-616)
La (Earth-616)
Magnar (Earth-616)
N'Kama (Earth-616)
Rakar (Earth-616)
Symak (Earth-616)
Tanith (Earth-616)
Taryn O'Connell (Earth-616)
Zeta (Earth-616)
Angel (Legion Street Gang) (Earth-616)
August D'Angelo (Earth-616)
Galactus' Cat (Earth-616)
Glorianna O'Breen (Earth-616)
Mad Twins (Earth-616)
Mani (Earth-616)
Marrina's mate (Earth-616)
Paddy O'Hanlon (Earth-616)
Percy & Barton Grimes (Earth-616)
Price (Earth-616)
Sand Devil
Bambi (Peter Parker's neighbor) (Earth-616)
Basilisk (Robot) (Earth-616)
Daniel Rand (H'ylthri) (Earth-616)
Gargoyle (Derwyddon's) (Earth-616)
Grant Houston (Earth-616)
Hank Joern (Earth-616)
Hate-Monger (Psycho-Man's Creation) (Earth-616)
Jonas N'Dingi (Earth-616)
Joshua N'Dingi (Earth-616)
Mrs. Spencer (Ace's mother) (Earth-616)
N'longa (Earth-616)
Shawn Key (Earth-616)
Terra Poole (Earth-616)
Agdistis (Earth-616)
Falroth (Earth-616)
John Dancer (Earth-616)
Jonothon Burrows (Earth-616)
Kyle Arneson (Earth-616)
Lucius O'Neil (Earth-616)
Mary Garwin (Earth-616)
Moley (Warpies) (Earth-616)
Morga (Earth-616)
Nuncio Klarheit (Earth-616)
Philip Ramsey (Earth-616)
Pisces (Male LMD) (Earth-616)
Plokohrel (Earth-616)
Thompson (Narya's son) (Earth-616)
Al'Arok (Earth-616)
Ghaszaszh Nyirh (Earth-616)
Lourdes Chantel (Earth-616)
M'Koni (Earth-616)
Michael O'Toole (Earth-616)
Seth's beast (Earth-616)
Sinclair (Earth-616)
Yankee Clipper (Female) (Earth-616)
A'Sai (Earth-616)
C'Jime (Earth-616)
David Weiss (Sewer Commissioner) (Earth-616)
Dupen'th (Earth-616)
Harry Bright (Earth-616)
Johannes Haff (Earth-616)
Lavinia Plotnick (Earth-616)
M'Daka (Earth-616)
M'Gula (Earth-616)
M'Rinn (Earth-616)
N'Astirh (Earth-616)
O'Donnell (Madripoor) (Earth-616)
O'Riley (Earth-616)
Robert Abbey
S'Byll (Earth-616)
Sekhem Naville (Earth-616)
Seymour the All-Seeing Astrologer (Earth-616)
T'Swana (Earth-616)
Thor Odinson (Replicoid) (Earth-616)
Aaron the Aakon (Earth-616)
Beppe III (Earth-616)
Billy Briggs (Earth-616)
Cassandra Pike (Earth-616)
Cha'sa'dra (Earth-616)
Cougar (Earth-616)
David Pike (Earth-616)
Dennis Malloy (Earth-616)
Enbe (Earth-616)
Eugene Strange (Earth-616)
Gelva (Earth-616)
Ian Cobbleskill (Earth-616)
Jac'Oyaa (Earth-616)
Kym (Earth-616)
L'ai Sau (Earth-616)
Leila O'Toole (Earth-616)
M'Buele (Earth-616)
Matsu'o Tsurayaba (Earth-616)
Nep'Perr (Earth-616)
Oninay (Earth-616)
Orphelia Jones (Earth-616)
Patience Drew (Earth-616)
Squid (Earth-616)
Squid (School) (Earth-616)
U'Sr'Pr (Earth-616)
Wai Chee Yee (Earth-616)
Ydrai (Earth-616)
Yiggorum (Earth-616)
Architect (Cosmic Being) (Earth-616)
Arko's son (Earth-616)
B'Gon (Earth-616)
Bag'Le (Earth-616)
Blockade (Stranger's Robot) (Earth-616)
Bull ('Vores) (Earth-616)
Captain Tyger (Earth-616)
Charles Xavier (Masque's Doppelganger) (Earth-616)
De'Lila (Earth-616)
Drill (Power Tools) (Earth-616)
Ekl'r (Earth-616)
Fandral's Mother (Earth-616)
Goat ('Vores) (Earth-616)
Hulk (Wrestler) (Earth-616)
Jack D'Auria (Earth-616)
Magic (Whale) (Earth-616)
Meg'Ror (Earth-616)
Mister McFadden (Earth-616)
Mutate 8765 (Earth-616)
Mutate 9212 (Earth-616)
Mutate 985 (Earth-616)
Pig ('Vores) (Earth-616)
Ralf (Impossible Dog) (Earth-616)
Ralph D'Amato (Earth-616)
Ve'ehalo (Earth-616)
Warren Worthington III (Masque's Doppelganger) (Earth-616)
Wolf ('Vores) (Earth-616)
Zkrodd (Earth-616)
Zreate'th (Earth-616)
6-Ball (Earth-616)
Ch'od (War Skrull) (Earth-616)
Cr'reee (War Skrull) (Earth-616)
Deborah & Donald Ritter (Earth-616)
Die'ode (Earth-616)
Eliot Villagran (Earth-616)
Ethel Gaxton (Earth-616)
Fu'se (Earth-616)
Max (Punisher's Dog) (Earth-616)
Roger Joliet (Earth-616)
Sl'gur't (Earth-616)
Spirit of Christmas (Earth-616)
Tatsu'o (Earth-616)
Thallo (Earth-616)
Tranta (Earth-616)
Ullikummis (Earth-616)
A'Kurru U'mbaya (Earth-616)
Bridget O'Neil (Earth-616)
Charles Xavier (Infinity War Doppelganger) (Earth-616)
D'Kay (Earth-616)
Elec'trix (Earth-616)
Elio Angelopoulus III (Earth-616)
Felicity Cross (Earth-616)
Gregory O'Sullivan (Earth-616)
Harry Ulmann (Earth-616)
James Madrox (Doppelganger) (Earth-616)
K'Maria (Earth-616)
K'Qill Vor Don (Earth-616)
Kraa (Duplicate) (Earth-616)
L'Matto (Earth-616)
Patrick Herbert (Earth-616)
Psyche (Deity) (Earth-616)
Simon Williams (Doppelganger) (Earth-616)
Slaine (Hellbent) (Earth-616)
Smoke Scream (Earth-616)
William Cash (Earth-616)
Yuri Trifanov (Earth-616)
Adora (Clone) (Earth-616)
Angel of Death (Dark Angel) (Earth-7888)
Bramble (Hellbent) (Earth-616)
C'efn (Earth-616)
Cernunnos (Earth-616)
Dawn (Hellbent) (Earth-616)
Duke O'Dowd (Earth-616)
Fang (Shi'ar Prisoner) (Earth-616)
H'rpra (Earth-616)
Jarakk (Earth-616)
Meer'lyn (Earth-616)
Norman Zachos (Earth-616)
Oracle (Warbird) (Earth-616)
Paco Montoya (Earth-616)
Parasite (Lilin) (Earth-616)
Pura-Shamutra (Earth-616)
Sam Pritchard (Earth-616)
Stuart Sarris (Earth-616)
Syth'kach (Earth-616)
T.K.O. (Earth-616)
Taranis (Earth-616)
Tartessus (Earth-616)
Tommy Webster (Earth-616)
Tudo Sukoto (Earth-616)
Valkyrie (Thor's Madness Embodied) (Earth-616)
VOR\/TEX (Earth-616)
Agent 13 (Hydra Agent) (Earth-616)
Agent Simon (Earth-616)
Arm'Cheddon (Earth-616)
Bloodthirst (Earth-616)
Chandra O'Keefe (Earth-616)
Chief O'Grady (Earth-616)
Dante (Shadow Consortium) (Earth-616)
Eleanor Grey (Earth-616)
Fath'raj (Earth-616)
Green Myrrdin (Earth-616)
H.R. O'Damia (Earth-616)
Herb (Shadow Consortium) (Earth-616)
Herbert Landon (Earth-616)
Javelynne (Earth-616)
Krunch (Earth-616)
L'Deroh (Earth-616)
Leo (Shadow Consortium) (Earth-616)
Leotard Hammer (Earth-616)
Malkin Grey (Earth-616)
Maxov (Earth-616)
May Reilly (Impostor) (Earth-616)
N'Kano (Earth-616)
Nirvana (Deviant) (Earth-616)
Ou'zli (Earth-616)
Paul (Cat's Eye) (Earth-616)
Phzzzrrzztlzzzz (Earth-616)
Planner (Shadow Consortium) (Earth-616)
Q'Wake (Earth-616)
Ripper (Hellbent) (Earth-616)
Shy'tarra (Earth-616)
Shym'r (Earth-616)
Si'ani (Earth-616)
Simone Jackson (Earth-616)
Slime (Hellbent) (Earth-616)
Steppin' Razor (Earth-616)
Sultan (Temasika) (Earth-616)
T'kyll Alabar (Earth-616)
Tas'Wzta (Earth-616)
Vault (Hellbent) (Earth-616)
Zahvut Dragunov (Earth-616)
A'kane (Earth-616)
Agamemnon (Dog) (Earth-616)
Aldo (Earth-616)
Avian (Inhuman) (Earth-616)
Batch-13 (Earth-616)
Blaast (Earth-616)
D'rehn (Earth-616)
Ghant (Earth-616)
Grot (Earth-616)
Hound (Humanity's Last Stand) (Earth-616)
K'rin (Earth-616)
Khatylis (Earth-616)
Kitang (Earth-616)
Komodo (Animen) (Earth-616)
Lyth'ka (Earth-616)
Mylz-ob'ryn (Earth-616)
N'Kano Sr (Earth-616)
Nezaral (Earth-616)
Payne (Earth-616)
Price's Clone Men (Earth-616)
Rok (Earth-616)
T'Cahr (Earth-616)
Torthar (Earth-616)
Whyte (Earth-616)
Z'oofrey Grasswind (Earth-616)
Al-Khalad (Earth-616)
Alchemist (Earth-616)
Andrex (Earth-616)
Angel (Fortunato's pet wolf) (Earth-616)
Antonio Rey (Earth-616)
Bounty (Karidian) (Earth-616)
Brandon Blake (Earth-616)
Catherine D'Antan (Earth-616)
Conner O'Reilly (Heroes Reborn) (Earth-616)
Cornelia van der Valk (Earth-616)
Debra Crovi (Earth-616)
Dolph Dongen (Earth-616)
Dragonfly (Euroforce) (Earth-616)
Emilie Scholz (Earth-616)
Geyr Kluge (Earth-616)
Grundok (Earth-616)
Hamish Carlyle (Earth-616)
Iman Dashire (Earth-616)
Jane Melville (Earth-616)
